Date,Year,Month,Day,Weekday,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2014-01-02,2014,1,2,Thursday,77.77999877929688,76.52999877929688,77.75,1293100.0,73.01819610595703,0.0,73.01819610595703,73.01819610595703
2014-01-03,2014,1,3,Friday,77.87999725341797,76.95999908447266,77.54000091552734,946600.0,72.82098388671875,-0.002700864027811667,72.91958999633789,72.91958999633789
2014-01-06,2014,1,6,Monday,77.94000244140625,77.08999633789062,77.37999725341797,919600.0,72.67071533203125,-0.0020635337050822766,72.83663177490234,72.83663177490234
2014-01-07,2014,1,7,Tuesday,78.27999877929688,77.63999938964844,78.05999755859375,1117200.0,73.30931091308594,0.008787522981395623,72.95480155944824,72.95480155944824
2014-01-08,2014,1,8,Wednesday,78.12000274658203,77.25,77.94000244140625,1604800.0,73.19664764404297,-0.0015368207344976792,73.00317077636718,73.00317077636718
2014-01-09,2014,1,9,Thursday,78.41000366210938,77.94999694824219,78.1500015258789,1093900.0,73.39385986328125,0.002694279391008747,73.0682856241862,73.0682856241862
2014-01-10,2014,1,10,Friday,78.44999694824219,77.31999969482422,78.04000091552734,1050600.0,73.29056549072266,-0.001407398013280825,73.10003989083427,73.10003989083427
2014-01-13,2014,1,13,Monday,78.3499984741211,76.55999755859375,76.62999725341797,1336000.0,71.96635437011719,-0.018067961568301594,72.95832920074463,72.95832920074463
2014-01-14,2014,1,14,Tuesday,77.56999969482422,76.31999969482422,77.55999755859375,1731400.0,72.83976745605469,0.012136408653488306,72.94515567355685,72.94515567355685
2014-01-15,2014,1,15,Wednesday,78.0199966430664,75.58999633789062,77.31999969482422,2383500.0,72.61437225341797,-0.0030943976142250307,72.91207733154297,72.91207733154297
2014-01-16,2014,1,16,Thursday,76.69999694824219,76.02999877929688,76.44000244140625,1125200.0,71.78791809082031,-0.011381413030927323,72.80988103693181,72.80988103693181
2014-01-17,2014,1,17,Friday,77.16000366210938,75.66999816894531,76.75,1758000.0,72.07904052734375,0.00405531242952506,72.74897766113281,72.74897766113281
2014-01-21,2014,1,21,Tuesday,77.69999694824219,76.18000030517578,76.55000305175781,826600.0,71.89125061035156,-0.002605333195590309,72.68299865722656,72.68299865722656
2014-01-22,2014,1,22,Wednesday,76.93000030517578,76.02999877929688,76.55999755859375,682800.0,71.9006118774414,0.00013021427517778683,72.6271138872419,72.6271138872419
2014-01-23,2014,1,23,Thursday,76.33000183105469,74.94000244140625,75.08999633789062,968300.0,70.52008819580078,-0.01920044413521549,72.44867760794503,72.4866455078125
2014-01-24,2014,1,24,Friday,75.05000305175781,73.22000122070312,73.2699966430664,1703200.0,68.81085968017578,-0.02423746990898945,72.16224016462054,72.2569088935852
2014-01-27,2014,1,27,Monday,74.56999969482422,72.83000183105469,73.83000183105469,1448500.0,69.3367691040039,0.007642825947422827,71.92410114833287,72.0851359647863
2014-01-28,2014,1,28,Tuesday,75.30000305175781,73.86000061035156,75.16999816894531,1317400.0,70.59521484375,0.018149760307672347,71.73023714338031,72.00236256917317
2014-01-29,2014,1,29,Wednesday,75.9800033569336,74.30999755859375,74.9800033569336,2419900.0,70.4167709350586,-0.002527705441315864,71.53167452131,71.91891037790398
2014-01-30,2014,1,30,Thursday,77.30000305175781,74.9800033569336,76.7699966430664,2289600.0,72.09785461425781,0.0238733423426869,71.43910271780831,71.92785758972168
2014-01-31,2014,1,31,Friday,76.80000305175781,75.44000244140625,76.04000091552734,2434100.0,71.41228485107422,-0.009508878826583245,71.30493981497628,71.90330650692894
2014-02-03,2014,2,3,Monday,76.94999694824219,74.06999969482422,74.38999938964844,3697800.0,69.86268615722656,-0.021699329423211178,71.15467779976981,71.81055103648792
2014-02-04,2014,2,4,Tuesday,78.37000274658203,74.19000244140625,77.0199966430664,2887400.0,72.3326187133789,0.03535410234003522,71.11845288957868,71.83324963113536
2014-02-05,2014,2,5,Wednesday,77.26000213623047,75.86000061035156,76.9000015258789,2094700.0,72.21990203857422,-0.0015583104387708602,71.09027644566127,71.84936014811198
2014-02-06,2014,2,6,Thursday,77.44999694824219,76.7699966430664,77.3499984741211,1680700.0,72.6425552368164,0.005852309215490736,71.15132195608956,71.88108795166016
2014-02-07,2014,2,7,Friday,81.08000183105469,77.7699966430664,79.97000122070312,2780600.0,75.10308837890625,0.0338717867793672,71.36732537405831,72.00501104501578
